,country,year,sex,suicides_no,population,suirate
1633,Guatemala,2010,male,270.0,6190671.0,4.361401211597257
1634,Guatemala,2011,female,108.0,6659365.0,1.6217762504382924
1635,Guatemala,2011,male,251.0,6357977.0,3.947796602598594
1636,Guatemala,2012,female,110.0,6818871.0,1.613170274082029
1637,Guatemala,2012,male,310.0,6516554.0,4.757115493863782
1638,Guatemala,2013,female,124.0,6972713.0,1.778360876175457
1639,Guatemala,2013,male,331.0,6669165.0,4.963140063261293
1640,Guatemala,2014,female,156.0,7126054.0,2.1891498436582153
1641,Guatemala,2014,male,356.0,6821136.0,5.219072013811189
1642,Guatemala,2015,female,144.0,7282364.0,1.9773798727995469
1643,Guatemala,2015,male,350.0,6976033.0,5.017178101078364
1644,Guyana,1988,female,14.0,330245.0,4.239276900482975
1645,Guyana,1988,male,42.0,324649.0,12.937048935927725
1646,Guyana,1989,female,26.0,331072.0,7.853276628648753
1647,Guyana,1989,male,68.0,323032.0,21.05054607593056
1648,Guyana,1990,female,25.0,331813.0,7.534364235277099
1649,Guyana,1990,male,64.0,321613.0,19.89969310942033
1650,Guyana,1991,female,29.0,333045.0,8.707532015193141
1651,Guyana,1991,male,76.0,321575.0,23.633677991137372
1652,Guyana,1992,female,18.0,334651.0,5.378737849281789
1653,Guyana,1992,male,60.0,322062.0,18.62995323881737
1654,Guyana,1993,female,15.0,336135.0,4.462492748449284
1655,Guyana,1993,male,57.0,322696.0,17.663683466792275
1656,Guyana,1994,female,27.0,337217.0,8.006713777775142
1657,Guyana,1994,male,59.0,323365.0,18.2456357367062
1658,Guyana,1995,female,22.0,337711.0,6.514445783524967
1659,Guyana,1995,male,77.0,323971.0,23.767559442048825
1660,Guyana,1996,female,9.0,336116.0,2.677647002820455
1661,Guyana,1996,male,51.0,322932.0,15.792798483891346
1662,Guyana,1997,female,4.0,334723.0,1.195017970082725
1663,Guyana,1997,male,36.0,322861.0,11.15030926621673
1664,Guyana,1998,female,4.0,333553.0,1.1992097207939967
1665,Guyana,1998,male,31.0,323536.0,9.58162306513031
1666,Guyana,1999,female,42.0,332575.0,12.628730361572577
1667,Guyana,1999,male,121.0,324519.0,37.285952440380996
1668,Guyana,2001,female,43.0,332493.0,12.93260309239593
1669,Guyana,2001,male,154.0,327933.0,46.960812117109285
1670,Guyana,2002,female,34.0,332980.0,10.210823472881254
1671,Guyana,2002,male,142.0,329859.0,43.04869656428959
1672,Guyana,2003,female,45.0,333362.0,13.498839099837413
1673,Guyana,2003,male,153.0,331343.0,46.17571519543193
1674,Guyana,2004,female,48.0,333765.0,14.381376117927283
1675,Guyana,2004,male,138.0,332543.0,41.498392689065774
1676,Guyana,2005,female,42.0,334189.0,12.567738614975358
1677,Guyana,2005,male,127.0,333520.0,38.078675941472774
1678,Guyana,2006,female,50.0,334538.0,14.945985209453037
1679,Guyana,2006,male,151.0,333870.0,45.22718423338425
1680,Guyana,2007,female,42.0,334869.0,12.542218001666324
1681,Guyana,2007,male,143.0,333919.0,42.82475690212297
1682,Guyana,2008,female,44.0,335278.0,13.123437863504316
1683,Guyana,2008,male,124.0,333975.0,37.12852758440003
1684,Guyana,2009,female,47.0,335833.0,13.995051111713263
1685,Guyana,2009,male,109.0,334322.0,32.603298616304045
1686,Guyana,2010,female,49.0,336617.0,14.556602904784963
1687,Guyana,2010,male,156.0,335208.0,46.538268776401516
1688,Guyana,2011,female,39.0,337983.0,11.539041904474486
1689,Guyana,2011,male,153.0,337300.0,45.360213459828046
1690,Guyana,2012,female,50.0,339529.0,14.72628258558179
1691,Guyana,2012,male,156.0,339827.0,45.90571084698979
1692,Guyana,2013,female,50.0,341205.0,14.653947040635396
1693,Guyana,2013,male,160.0,342662.0,46.69324290408624
1694,Hong Kong SAR,1987,female,270.0,2531600.0,10.665191973455523
1695,Hong Kong SAR,1987,male,349.0,2676200.0,13.040878858082355
1696,Hong Kong SAR,1988,female,262.0,2575900.0,10.171202298225863
1697,Hong Kong SAR,1988,male,317.0,2712200.0,11.68792861883342
1698,Hong Kong SAR,1989,female,257.0,2624100.0,9.793834076445258
1699,Hong Kong SAR,1989,male,347.0,2746800.0,12.632881898936946
1700,Hong Kong SAR,1990,female,295.0,2601600.0,11.339175891758918
1701,Hong Kong SAR,1990,male,382.0,2727200.0,14.00704018773834
1702,Hong Kong SAR,1991,female,289.0,2635600.0,10.965245105478829
1703,Hong Kong SAR,1991,male,459.0,2751600.0,16.681203663323156
1704,Hong Kong SAR,1992,female,305.0,2668200.0,11.43092721685031
1705,Hong Kong SAR,1992,male,427.0,2775000.0,15.387387387387387
1706,Hong Kong SAR,1993,female,252.0,2724800.0,9.248385202583675
1707,Hong Kong SAR,1993,male,357.0,2823600.0,12.643433914152146
1708,Hong Kong SAR,1994,female,337.0,2794900.0,12.057676482163942
1709,Hong Kong SAR,1994,male,414.0,2894300.0,14.30397678195073
1710,Hong Kong SAR,1995,female,284.0,2890700.0,9.824609956066006
1711,Hong Kong SAR,1995,male,439.0,2887800.0,15.201883786965857
1712,Hong Kong SAR,1996,female,286.0,3034200.0,9.425878320479862
1713,Hong Kong SAR,1996,male,494.0,3022800.0,16.342463940717217
1714,Hong Kong SAR,1997,female,260.0,3080000.0,8.441558441558442
1715,Hong Kong SAR,1997,male,381.0,3046100.0,12.507796854994911
1716,Hong Kong SAR,1998,female,302.0,3131300.0,9.644556573946923
1717,Hong Kong SAR,1998,male,544.0,3072700.0,17.704299150584177
1718,Hong Kong SAR,1999,female,325.0,3187700.0,10.195438717570662
1719,Hong Kong SAR,1999,male,544.0,3096500.0,17.568222186339415
1720,Hong Kong SAR,2000,female,349.0,3247200.0,10.747721113574771
1721,Hong Kong SAR,2000,male,541.0,3123100.0,17.322532099516508
1722,Hong Kong SAR,2001,female,389.0,3301500.0,11.782523095562624
1723,Hong Kong SAR,2001,male,608.0,3140000.0,19.363057324840764
1724,Hong Kong SAR,2002,female,356.0,3343100.0,10.648799018874698
1725,Hong Kong SAR,2002,male,684.0,3149300.0,21.71911218365986
1726,Hong Kong SAR,2003,female,369.0,3357200.0,10.991302275705946
1727,Hong Kong SAR,2003,male,732.0,3136300.0,23.339603991965053
1728,Hong Kong SAR,2004,female,441.0,3407300.0,12.942799283890471
1729,Hong Kong SAR,2004,male,831.0,3148500.0,26.39352072415436
1730,Hong Kong SAR,2005,female,430.0,3442500.0,12.490922294843864
1731,Hong Kong SAR,2005,male,713.0,3149600.0,22.637795275590552
1732,Hong Kong SAR,2006,female,412.0,3484400.0,11.824130409826656
1733,Hong Kong SAR,2006,male,629.0,3159700.0,19.90695319175871
1734,Hong Kong SAR,2007,female,343.0,3529200.0,9.718916468321433
1735,Hong Kong SAR,2007,male,575.0,3172600.0,18.123936203744563
1736,Hong Kong SAR,2008,female,342.0,3562400.0,9.600269481248596
1737,Hong Kong SAR,2008,male,535.0,3176200.0,16.84402745419054
1738,Hong Kong SAR,2009,female,398.0,3579700.0,11.118250132692683
1739,Hong Kong SAR,2009,male,626.0,3167100.0,19.765716270405104
1740,Hong Kong SAR,2010,female,378.0,3616100.0,10.453250739747242
1741,Hong Kong SAR,2010,male,629.0,3170100.0,19.841645373962965
1742,Hong Kong SAR,2011,female,315.0,3648900.0,8.632738633560798
1743,Hong Kong SAR,2011,male,501.0,3173500.0,15.786985977627225
1744,Hong Kong SAR,2012,female,309.0,3696800.0,8.358580393854144
1745,Hong Kong SAR,2012,male,513.0,3191000.0,16.076465057975557
1746,Hong Kong SAR,2013,female,380.0,3723500.0,10.205451859809319
1747,Hong Kong SAR,2013,male,617.0,3195700.0,19.30719404199393
1748,Hong Kong SAR,2014,female,363.0,3756900.0,9.662221512417153
1749,Hong Kong SAR,2014,male,563.0,3207100.0,17.55480028686352
1750,Hong Kong SAR,2015,female,363.0,3790100.0,9.577583704915437
1751,Hong Kong SAR,2015,male,627.0,3219400.0,19.47567869789402
1752,Hungary,1987,female,1405.0,5184400.0,27.10053236632976
1753,Hungary,1987,male,3377.0,4800500.0,70.34683887095095
1754,Hungary,1988,female,1405.0,5180500.0,27.120934272753594
1755,Hungary,1988,male,2972.0,4793100.0,62.00580000417266
1756,Hungary,1989,female,1264.0,5174500.0,24.427480916030536
1757,Hungary,1989,male,3132.0,4782600.0,65.4873917952578
1758,Hungary,1990,female,1153.0,5090543.0,22.649843052106622
1759,Hungary,1990,male,2980.0,4667116.0,63.85099491848928
1760,Hungary,1991,female,1113.0,5094860.0,21.84554629567839
1761,Hungary,1991,male,2880.0,4662906.0,61.76405872217883
1762,Hungary,1992,female,1061.0,5098281.0,20.810936078258536
1763,Hungary,1992,male,2939.0,4656675.0,63.11370237347464
1764,Hungary,1993,female,979.0,5099944.0,19.196289214156078
1765,Hungary,1993,male,2715.0,4647958.0,58.41274813584804
1766,Hungary,1994,female,898.0,5101598.0,17.602327741229317
1767,Hungary,1994,male,2727.0,4639219.0,58.78144575627923
1768,Hungary,1995,female,891.0,5104788.0,17.454201819938458
1769,Hungary,1995,male,2475.0,4632460.0,53.42733666345743
1770,Hungary,1996,female,916.0,5108827.0,17.929751780594646
1771,Hungary,1996,male,2520.0,4628423.0,54.44619041950141
1772,Hungary,1997,female,825.0,5112484.0,16.136969817411654
1773,Hungary,1997,male,2383.0,4625297.0,51.52101583963149
1774,Hungary,1998,female,777.0,5114532.0,15.19200583748425
1775,Hungary,1998,male,2468.0,4619841.0,53.421751960727654
1776,Hungary,1999,female,778.0,5012914.0,15.519915163116702
1777,Hungary,1999,male,2548.0,4540150.0,56.12149378324505
1778,Hungary,2000,female,806.0,5001212.0,16.116093458945553
1779,Hungary,2000,male,2463.0,4525822.0,54.42105323629608
1780,Hungary,2001,female,696.0,5108202.0,13.62514638222999
1781,Hungary,2001,male,2282.0,4596396.0,49.647593462356156
1782,Hungary,2002,female,647.0,5097682.0,12.692043167855507
1783,Hungary,2002,male,2192.0,4582482.0,47.834339556598366
1784,Hungary,2003,female,640.0,5085880.0,12.583859627045861
1785,Hungary,2003,male,2160.0,4566653.0,47.2994116259764
1786,Hungary,2004,female,655.0,5076332.0,12.903017375538086
1787,Hungary,2004,male,2087.0,4553712.0,45.830742040779036
1788,Hungary,2005,female,593.0,5065815.0,11.705915040324212
1789,Hungary,2005,male,2026.0,4543128.0,44.59482541544064
1790,Hungary,2006,female,600.0,5056204.0,11.866609812420544
1791,Hungary,2006,male,1861.0,4534906.0,41.03723428886949
1792,Hungary,2007,female,571.0,5046647.0,11.31444303514789
1793,Hungary,2007,male,1879.0,4526291.0,41.513018053854694
1794,Hungary,2008,female,566.0,5035613.0,11.23994238635892
1795,Hungary,2008,male,1910.0,4517171.0,42.283101525268805
1796,Hungary,2009,female,559.0,5024813.0,11.124792106691334
1797,Hungary,2009,male,1901.0,4509424.0,42.1561600772072
1798,Hungary,2010,female,547.0,5012763.0,10.912145656995952
1799,Hungary,2010,male,1942.0,4501242.0,43.143647908732746
1800,Hungary,2011,female,574.0,5001593.0,11.476343636917278
1801,Hungary,2011,male,1846.0,4493418.0,41.082311950501825
1802,Hungary,2012,female,546.0,4972457.0,10.980487111301315
1803,Hungary,2012,male,1803.0,4480724.0,40.23903279916371
1804,Hungary,2013,female,505.0,4959970.0,10.181513194636258
1805,Hungary,2013,male,1587.0,4473870.0,35.47264448899946
1806,Hungary,2014,female,447.0,4946198.0,9.037244364257152
1807,Hungary,2014,male,1478.0,4466590.0,33.090120203555735
1808,Hungary,2015,female,479.0,4930381.0,9.71527352551456
1809,Hungary,2015,male,1389.0,4459138.0,31.149518135567906
1810,Hungary,2016,female,446.0,4909403.0,9.084607639666167
1811,Hungary,2016,male,1316.0,4446320.0,29.597509850842943
1812,Iceland,1987,female,14.0,112300.0,12.466607301869992
1813,Iceland,1987,male,22.0,113300.0,19.41747572815534
1814,Iceland,1988,female,5.0,114300.0,4.374453193350831
1815,Iceland,1988,male,30.0,114900.0,26.109660574412533
1816,Iceland,1989,female,6.0,115600.0,5.190311418685121
1817,Iceland,1989,male,16.0,116400.0,13.745704467353951
1818,Iceland,1990,female,5.0,116500.0,4.291845493562231
1819,Iceland,1990,male,35.0,116800.0,29.965753424657535
1820,Iceland,1991,female,8.0,118000.0,6.779661016949152
1821,Iceland,1991,male,29.0,117900.0,24.597116200169634
1822,Iceland,1992,female,5.0,118900.0,4.205214465937763
1823,Iceland,1992,male,23.0,119100.0,19.31150293870697
1824,Iceland,1993,female,7.0,120100.0,5.828476269775187
1825,Iceland,1993,male,19.0,120400.0,15.780730897009967
1826,Iceland,1994,female,4.0,121200.0,3.3003300330033003
1827,Iceland,1994,male,21.0,121500.0,17.28395061728395
1828,Iceland,1995,female,5.0,122200.0,4.091653027823241
1829,Iceland,1995,male,22.0,122500.0,17.959183673469386
1830,Iceland,1996,female,5.0,123200.0,4.058441558441558
1831,Iceland,1996,male,28.0,123300.0,22.7088402270884
1832,Iceland,1997,female,7.0,124430.0,5.625652977577754
1833,Iceland,1997,male,26.0,124499.0,20.88370187712351
1834,Iceland,1998,female,7.0,126142.0,5.549301580758193
1835,Iceland,1998,male,23.0,126111.0,18.237901531190776
1836,Iceland,1999,female,7.0,127953.0,5.4707587942447615
1837,Iceland,1999,male,24.0,127867.0,18.76950268638507
1838,Iceland,2000,female,8.0,129920.0,6.157635467980295
1839,Iceland,2000,male,42.0,129803.0,32.35672519125136
1840,Iceland,2001,female,8.0,131835.0,6.068191299730724
1841,Iceland,2001,male,28.0,131903.0,21.227720370272095
1842,Iceland,2002,female,10.0,133279.0,7.503057495929592
1843,Iceland,2002,male,20.0,133176.0,15.017720910674596
1844,Iceland,2003,female,6.0,134278.0,4.4683417983586295
1845,Iceland,2003,male,20.0,134052.0,14.91958344523021
1846,Iceland,2004,female,9.0,135570.0,6.638636866563399
1847,Iceland,2004,male,26.0,136018.0,19.115117116852183
1848,Iceland,2005,female,9.0,137115.0,6.563833278634723
1849,Iceland,2005,male,24.0,137814.0,17.41477643780748
1850,Iceland,2006,female,10.0,139526.0,7.167122973495979
1851,Iceland,2006,male,22.0,143473.0,15.333895576171127
1852,Iceland,2007,female,7.0,141928.0,4.9320782368524885
1853,Iceland,2007,male,30.0,147784.0,20.29989714718779
1854,Iceland,2008,female,11.0,145221.0,7.574662066780975
1855,Iceland,2008,male,27.0,151615.0,17.80826435379085
1856,Iceland,2009,female,7.0,146495.0,4.77832007918359
1857,Iceland,2009,male,29.0,149709.0,19.370912904367806
1858,Iceland,2010,female,10.0,146680.0,6.817562039814562
1859,Iceland,2010,male,36.0,147940.0,24.3341895362985
1860,Iceland,2011,female,5.0,147390.0,3.3923604043693603
1861,Iceland,2011,male,22.0,148085.0,14.856332511733127
1862,Iceland,2012,female,11.0,148401.0,7.412348973389667
1863,Iceland,2012,male,26.0,148837.0,17.468774565464233
1864,Iceland,2013,female,14.0,149995.0,9.333644454815161
1865,Iceland,2013,male,35.0,150461.0,23.261841939107143
1866,Iceland,2014,female,11.0,151881.0,7.242512229969516
1867,Iceland,2014,male,33.0,152591.0,21.626439305070416
1868,Iceland,2015,female,11.0,153642.0,7.159500657372333
1869,Iceland,2015,male,29.0,154912.0,18.720305721958272
1870,Iceland,2016,female,4.0,155618.0,2.570396740736933
1871,Iceland,2016,male,36.0,158162.0,22.76147241435996
1872,Iran (Islamic Rep of),2013,female,823.0,35043584.0,2.348504079947987
1873,Iran (Islamic Rep of),2013,male,1619.0,35532136.0,4.556438712268804
1874,Iran (Islamic Rep of),2014,female,793.0,35532248.0,2.2317754846245585
1875,Iran (Islamic Rep of),2014,male,1692.0,35978718.0,4.702780126851657
1876,Iran (Islamic Rep of),2015,female,706.0,36028349.0,1.9595680057390363
1877,Iran (Islamic Rep of),2015,male,1666.0,36432650.0,4.572821356667714
1878,Ireland,1987,female,60.0,1620300.0,3.7030179596371045
1879,Ireland,1987,male,185.0,1609400.0,11.494967068472723
1880,Ireland,1988,female,71.0,1622900.0,4.374884466079241
1881,Ireland,1988,male,195.0,1610600.0,12.107289208990439
1882,Ireland,1989,female,65.0,1617900.0,4.017553618888683
1883,Ireland,1989,male,213.0,1605300.0,13.268547934965428
1884,Ireland,1990,female,83.0,1618200.0,5.129155852181436
1885,Ireland,1990,male,251.0,1605800.0,15.630838211483372
1886,Ireland,1991,female,63.0,1639100.0,3.8435726923311573
1887,Ireland,1991,male,282.0,1613000.0,17.482951022938625
1888,Ireland,1992,female,58.0,1654100.0,3.5064385466416783
1889,Ireland,1992,male,304.0,1629300.0,18.658319523721843
1890,Ireland,1993,female,67.0,1666000.0,4.021608643457383
1891,Ireland,1993,male,259.0,1640500.0,15.787869551965864
1892,Ireland,1994,female,90.0,1676600.0,5.368006680186091
1893,Ireland,1994,male,304.0,1649400.0,18.430944585910026
1894,Ireland,1995,female,83.0,1689100.0,4.913859451779054
1895,Ireland,1995,male,320.0,1656800.0,19.314340898116853
1896,Ireland,1996,female,63.0,1704300.0,3.6965323006512936
1897,Ireland,1996,male,345.0,1671500.0,20.64014358360754
1898,Ireland,1997,female,90.0,1723570.0,5.22172003457939
1899,Ireland,1997,male,376.0,1690715.0,22.239111855043575
1900,Ireland,1998,female,73.0,1741347.0,4.192156991110904
1901,Ireland,1998,male,425.0,1708068.0,24.88191336644677
1902,Ireland,1999,female,82.0,1757230.0,4.66643524182947
1903,Ireland,1999,male,342.0,1724641.0,19.830213940176534
1904,Ireland,2000,female,82.0,1777643.0,4.6128497116687655
1905,Ireland,2000,male,381.0,1745733.0,21.82464328737556
1906,Ireland,2001,female,79.0,1801283.0,4.385762814616027
1907,Ireland,2001,male,409.0,1772691.0,23.07226696587279
1908,Ireland,2002,female,81.0,1835449.0,4.413089113345018
1909,Ireland,2002,male,368.0,1804124.0,20.39771102208052
1910,Ireland,2003,female,96.0,1862447.0,5.154509094755448
1911,Ireland,2003,male,358.0,1831632.0,19.54541086855875
1912,Ireland,2004,female,74.0,1890301.0,3.9147204598632706
1913,Ireland,2004,male,390.0,1862378.0,20.940969019178706
1914,Ireland,2005,female,88.0,1926835.0,4.567075021992023
1915,Ireland,2005,male,363.0,1906522.0,19.03990617469927
1916,Ireland,2006,female,80.0,1970963.0,4.058929568946754
1917,Ireland,2006,male,372.0,1966615.0,18.91575117651396
1918,Ireland,2007,female,96.0,2016086.0,4.761701633759671
1919,Ireland,2007,male,362.0,2010621.0,18.004387699123804
1920,Ireland,2008,female,120.0,2056150.0,5.836150086326387
1921,Ireland,2008,male,386.0,2038042.0,18.939747070963207
1922,Ireland,2009,female,105.0,2075286.0,5.059543600255579
1923,Ireland,2009,male,422.0,2042381.0,20.662158529676883
1924,Ireland,2010,female,100.0,2145725.0,4.660429458574607
1925,Ireland,2010,male,386.0,2119132.0,18.215005011485836
1926,Ireland,2011,female,96.0,2130308.0,4.506390625205369
1927,Ireland,2011,male,458.0,2088541.0,21.929184057195908
1928,Ireland,2012,female,96.0,2137223.0,4.491810166744416
1929,Ireland,2012,male,446.0,2083583.0,21.40543477269684
1930,Ireland,2013,female,96.0,2139848.0,4.486299961492592
1931,Ireland,2013,male,391.0,2087530.0,18.730269744626426
1932,Ireland,2014,female,87.0,2186322.0,3.979285759371218
1933,Ireland,2014,male,399.0,2141721.0,18.629877561082886
1934,Israel,1987,female,78.0,1951100.0,3.9977448618727895
1935,Israel,1987,male,193.0,1927000.0,10.015568240788792
1936,Israel,1988,female,89.0,1985800.0,4.48182092859301
1937,Israel,1988,male,214.0,1961500.0,10.910017843487127
