,country,year,sex,suicides_no,population,suirate
1173,El Salvador,2014,male,278.0,2659294.0,10.453902426734313
1174,Estonia,1987,female,92.0,767000.0,11.994784876140809
1175,Estonia,1987,male,304.0,659600.0,46.08853850818678
1176,Estonia,1988,female,111.0,772100.0,14.376376117083279
1177,Estonia,1988,male,270.0,666200.0,40.52836985890123
1178,Estonia,1989,female,120.0,775533.0,15.473229379020623
1179,Estonia,1989,male,288.0,671116.0,42.913594669177904
1180,Estonia,1990,female,118.0,776476.0,15.196863779434265
1181,Estonia,1990,male,310.0,672706.0,46.08253828567011
1182,Estonia,1991,female,108.0,774665.0,13.941510201183737
1183,Estonia,1991,male,315.0,670768.0,46.96109534145934
1184,Estonia,1992,female,121.0,765304.0,15.810710515037162
1185,Estonia,1992,male,374.0,659511.0,56.708682645171955
1186,Estonia,1993,female,122.0,751594.0,16.232167899158323
1187,Estonia,1993,male,452.0,644018.0,70.1843737286846
1188,Estonia,1994,female,118.0,740819.0,15.928317173290642
1189,Estonia,1994,male,496.0,632976.0,78.36000101109678
1190,Estonia,1995,female,128.0,732405.0,17.47666932912801
1191,Estonia,1995,male,466.0,624246.0,74.65005782976583
1192,Estonia,1996,female,112.0,725418.0,15.43937426421732
1193,Estonia,1996,male,433.0,616784.0,70.20285869931776
1194,Estonia,1997,female,91.0,720048.0,12.638046352465391
1195,Estonia,1997,male,431.0,611186.0,70.51863098958418
1196,Estonia,1998,female,81.0,715181.0,11.325804236969383
1197,Estonia,1998,male,396.0,606538.0,65.28857219168461
1198,Estonia,1999,female,93.0,710815.0,13.083573081603511
1199,Estonia,1999,male,375.0,602383.0,62.252752816729554
1200,Estonia,2000,female,88.0,715455.0,12.299865120797255
1201,Estonia,2000,male,289.0,618720.0,46.70933540212051
1202,Estonia,2001,female,86.0,711200.0,12.092238470191226
1203,Estonia,2001,male,315.0,614410.0,51.268696798554714
1204,Estonia,2002,female,72.0,706835.0,10.186252802987967
1205,Estonia,2002,male,299.0,609855.0,49.02804765067106
1206,Estonia,2003,female,66.0,702060.0,9.400905905478163
1207,Estonia,2003,male,276.0,605100.0,45.612295488349034
1208,Estonia,2004,female,59.0,697335.0,8.460782837517119
1209,Estonia,2004,male,264.0,600315.0,43.9769121211364
1210,Estonia,2005,female,53.0,692660.0,7.651661709929836
1211,Estonia,2005,male,220.0,595835.0,36.92297364203177
1212,Estonia,2006,female,56.0,687665.0,8.143500105429242
1213,Estonia,2006,male,191.0,591250.0,32.30443974630021
1214,Estonia,2007,female,46.0,683390.0,6.731149124218967
1215,Estonia,2007,male,205.0,587025.0,34.921851709893104
1216,Estonia,2008,female,53.0,679985.0,7.794289579917204
1217,Estonia,2008,male,189.0,584020.0,32.36190541419814
1218,Estonia,2009,female,49.0,676875.0,7.239150507848569
1219,Estonia,2009,male,220.0,582135.0,37.79192111795374
1220,Estonia,2010,female,42.0,673735.0,6.2339050220042
1221,Estonia,2010,male,181.0,580490.0,31.180554359248223
1222,Estonia,2011,female,40.0,670591.0,5.964887688620933
1223,Estonia,2011,male,178.0,578836.0,30.751369990809142
1224,Estonia,2012,female,47.0,670869.0,7.005838695781144
1225,Estonia,2012,male,190.0,580762.0,32.715639108619364
1226,Estonia,2013,female,47.0,665983.0,7.0572371967452625
1227,Estonia,2013,male,171.0,577113.0,29.630245723107954
1228,Estonia,2014,female,48.0,664500.0,7.223476297968397
1229,Estonia,2014,male,193.0,577352.0,33.42848037245909
1230,Estonia,2015,female,36.0,664414.0,5.418308464300873
1231,Estonia,2015,male,159.0,579036.0,27.459432574140468
1232,Fiji,2001,female,8.0,354477.0,2.256846001292044
1233,Fiji,2001,male,28.0,364982.0,7.671611202744245
1234,Fiji,2002,female,16.0,355999.0,4.494394647175975
1235,Fiji,2002,male,26.0,367188.0,7.080841421832957
1236,Fiji,2003,female,4.0,356811.0,1.1210416719215495
1237,Fiji,2003,male,6.0,368780.0,1.6269862790823797
1238,Fiji,2004,female,8.0,357833.0,2.2356797724077992
1239,Fiji,2004,male,16.0,370575.0,4.317614517978817
1240,Fiji,2005,female,6.0,359588.0,1.66857625949698
1241,Fiji,2005,male,16.0,373019.0,4.289325744801203
1242,Fiji,2006,female,9.0,361855.0,2.487184093075956
1243,Fiji,2006,male,15.0,375904.0,3.9903805226866433
1244,Fiji,2007,female,3.0,365256.0,0.8213417438727906
1245,Fiji,2007,male,10.0,379799.0,2.632971650794236
1246,Fiji,2008,female,12.0,369386.0,3.2486342200299956
1247,Fiji,2008,male,25.0,384272.0,6.505808385726777
1248,Fiji,2009,female,7.0,373675.0,1.8732856091523382
1249,Fiji,2009,male,19.0,388728.0,4.887736412092774
1250,Fiji,2011,female,8.0,380724.0,2.1012597051932635
1251,Fiji,2011,male,30.0,395601.0,7.583398424169808
1252,Fiji,2012,female,10.0,384235.0,2.6025739456322303
1253,Fiji,2012,male,22.0,398704.0,5.5178779244753
1254,Finland,1987,female,298.0,2387200.0,12.483243967828418
1255,Finland,1987,male,1065.0,2226900.0,47.82432978580089
1256,Finland,1988,female,295.0,2396300.0,12.310645578600342
1257,Finland,1988,male,1107.0,2237300.0,49.479283064407994
1258,Finland,1989,female,295.0,2405700.0,12.262543126740658
1259,Finland,1989,male,1118.0,2248600.0,49.719825669305344
1260,Finland,1990,female,319.0,2414700.0,13.210750817906986
1261,Finland,1990,male,1193.0,2260400.0,52.77826933286144
1262,Finland,1991,female,303.0,2425100.0,12.494330130716259
1263,Finland,1991,male,1190.0,2273400.0,52.34450602621624
1264,Finland,1992,female,295.0,2434600.0,12.116980202086586
1265,Finland,1992,male,1156.0,2286300.0,50.562043476359186
1266,Finland,1993,female,291.0,2443500.0,11.90914671577655
1267,Finland,1993,male,1106.0,2297500.0,48.13928182807399
1268,Finland,1994,female,307.0,2452200.0,12.519370361308214
1269,Finland,1994,male,1080.0,2309400.0,46.76539360872954
1270,Finland,1995,female,308.0,2461000.0,12.51523770824868
1271,Finland,1995,male,1080.0,2320300.0,46.54570529672887
1272,Finland,1996,female,282.0,2470500.0,11.414693381906497
1273,Finland,1996,male,965.0,2331700.0,41.386113136338295
1274,Finland,1997,female,284.0,2479800.0,11.452536494878618
1275,Finland,1997,male,1038.0,2343400.0,44.29461466245626
1276,Finland,1998,female,266.0,2489433.0,10.68516405141251
1277,Finland,1998,male,962.0,2355240.0,40.84509434282706
1278,Finland,1999,female,253.0,2498287.0,10.126938978588129
1279,Finland,1999,male,954.0,2365968.0,40.32176259357692
1280,Finland,2000,female,292.0,2505936.0,11.65233270123419
1281,Finland,2000,male,873.0,2375884.0,36.74421815206466
1282,Finland,2001,female,271.0,2513156.0,10.783254203081702
1283,Finland,2001,male,933.0,2385827.0,39.105936851246966
1284,Finland,2002,female,271.0,2520068.0,10.753678075353521
1285,Finland,2002,male,824.0,2395546.0,34.397168745663826
1286,Finland,2003,female,260.0,2525902.0,10.293352632049858
1287,Finland,2003,male,815.0,2403954.0,33.90247899918218
1288,Finland,2004,female,252.0,2532379.0,9.95111711161718
1289,Finland,2004,male,812.0,2412386.0,33.65962163600684
1290,Finland,2005,female,270.0,2540007.0,10.629891964864663
1291,Finland,2005,male,724.0,2421777.0,29.895403251414148
1292,Finland,2006,female,259.0,2548058.0,10.164603788453794
1293,Finland,2006,male,803.0,2431682.0,33.0224100026237
1294,Finland,2007,female,244.0,2556619.0,9.543854598592906
1295,Finland,2007,male,751.0,2442234.0,30.750534142101042
1296,Finland,2008,female,232.0,2565736.0,9.04223973160138
1297,Finland,2008,male,801.0,2454360.0,32.635799149269054
1298,Finland,2009,female,273.0,2575455.0,10.600068725720309
1299,Finland,2009,male,761.0,2466861.0,30.848920956632742
1300,Finland,2010,female,236.0,2584968.0,9.129706828092262
1301,Finland,2010,male,718.0,2478526.0,28.96883066790504
1302,Finland,2011,female,202.0,2595065.0,7.784005410269107
1303,Finland,2011,male,710.0,2490920.0,28.50352480208116
1304,Finland,2012,female,218.0,2605948.0,8.365477745526771
1305,Finland,2012,male,655.0,2504502.0,26.152903850745577
1306,Finland,2013,female,221.0,2617028.0,8.444693751843694
1307,Finland,2013,male,666.0,2518405.0,26.445309630500258
1308,Finland,2014,female,190.0,2628022.0,7.2297720490924355
1309,Finland,2014,male,599.0,2531922.0,23.657916792065475
1310,Finland,2015,female,173.0,2637592.0,6.559012917843245
1311,Finland,2015,male,558.0,2544205.0,21.93219492926081
1312,France,1987,female,3574.0,26702400.0,13.384564683324346
1313,France,1987,male,8587.0,25198400.0,34.07756048003048
1314,France,1988,female,3365.0,26838800.0,12.537818382341982
1315,France,1988,male,8234.0,25318800.0,32.52128852868224
1316,France,1989,female,3372.0,26969100.0,12.503198104497368
1317,France,1989,male,8343.0,25448800.0,32.78347112633995
1318,France,1990,female,3225.0,27263800.0,11.828871984096127
1319,France,1990,male,8178.0,25689100.0,31.834513470693796
1320,France,1991,female,3281.0,27429500.0,11.96157421753951
1321,France,1991,male,8221.0,25853400.0,31.798525532425135
1322,France,1992,female,3202.0,27599900.0,11.601491309751122
1323,France,1992,male,8442.0,26022400.0,32.44128135759961
1324,France,1993,female,3390.0,27764200.0,12.209968232472033
1325,France,1993,male,8861.0,26181200.0,33.8448963378302
1326,France,1994,female,3169.0,27920500.0,11.350083272147705
1327,France,1994,male,8872.0,26326600.0,33.69975614017761
1328,France,1995,female,3214.0,28066100.0,11.451537620118222
1329,France,1995,male,8605.0,26462400.0,32.517836628574884
1330,France,1996,female,3105.0,28200800.0,11.010325948200052
1331,France,1996,male,8174.0,26590800.0,30.739955172465663
1332,France,1997,female,3040.0,28330500.0,10.730484813187202
1333,France,1997,male,8099.0,26715000.0,30.316301703163017
1334,France,1998,female,2763.0,28450500.0,9.71160436547688
1335,France,1998,male,7771.0,26830200.0,28.963630535739576
1336,France,1999,female,2841.0,28407095.0,10.001022631846023
1337,France,1999,male,7427.0,26636298.0,27.883003861872997
1338,France,2000,female,2874.0,28519605.0,10.077278419529303
1339,France,2000,male,7975.0,26748019.0,29.81529211565163
1340,France,2001,female,2789.0,28641493.0,9.737620870532133
1341,France,2001,male,7660.0,26869779.0,28.507863797465546
1342,France,2002,female,2915.0,28861173.0,10.100074588097996
1343,France,2002,male,7728.0,27074344.0,28.543627871463848
1344,France,2003,female,2833.0,29075425.0,9.743623695956293
1345,France,2003,male,8038.0,27284977.0,29.45943476514567
1346,France,2004,female,2949.0,29305421.0,10.062984592509352
1347,France,2004,male,7855.0,27508501.0,28.554809293316275
1348,France,2005,female,2884.0,29482686.0,9.782012398734633
1349,France,2005,male,7829.0,27678001.0,28.2860023019726
1350,France,2006,female,2830.0,29938048.0,9.452854107255089
1351,France,2006,male,7593.0,27886399.0,27.228327329032336
1352,France,2007,female,2708.0,30108155.0,8.994240929077188
1353,France,2007,male,7419.0,28058856.0,26.440849904928413
1354,France,2008,female,2734.0,30268224.0,9.032574887776699
1355,France,2008,male,7619.0,28214743.0,27.003612969290558
1356,France,2009,female,2734.0,30413079.0,8.989553474674498
1357,France,2009,male,7765.0,28357648.0,27.382383757637445
1358,France,2010,female,2738.0,30554559.0,8.961019532306128
1359,France,2010,male,7641.0,28501724.0,26.808904612226264
1360,France,2011,female,2618.0,30698311.0,8.528156483918611
1361,France,2011,male,7790.0,28646332.0,27.193708430105467
1362,France,2012,female,2417.0,30843165.0,7.83642015986362
1363,France,2012,male,7326.0,28795292.0,25.44165900453449
1364,France,2013,female,2375.0,30982964.0,7.665502887328662
1365,France,2013,male,7225.0,28927105.0,24.97657473846761
1366,France,2014,female,2220.0,31162818.0,7.123874355650378
1367,France,2014,male,6661.0,29113136.0,22.879706260431718
1368,French Guiana,2001,female,2.0,72235.0,2.7687409150688724
1369,French Guiana,2001,male,5.0,75921.0,6.585793127066292
1370,French Guiana,2002,female,4.0,76689.0,5.2158718981861805
1371,French Guiana,2002,male,7.0,78743.0,8.889679082585118
1372,French Guiana,2003,female,1.0,81303.0,1.2299669138900164
1373,French Guiana,2003,male,22.0,81541.0,26.980292122981076
1374,French Guiana,2004,female,3.0,85691.0,3.5009510917132487
1375,French Guiana,2004,male,24.0,84347.0,28.453886919511067
1376,French Guiana,2005,female,11.0,89605.0,12.276100664025446
1377,French Guiana,2005,male,14.0,87178.0,16.059097478721696
1378,French Guiana,2006,female,3.0,92619.0,3.2390762154633497
1379,French Guiana,2006,male,10.0,89891.0,11.124584218664827
1380,French Guiana,2007,female,8.0,95088.0,8.413259296651523
1381,French Guiana,2007,male,15.0,92613.0,16.19643030676039
1382,French Guiana,2008,female,5.0,97286.0,5.139485640277121
1383,French Guiana,2008,male,15.0,95413.0,15.72112814815591
1384,French Guiana,2009,female,5.0,99545.0,5.0228539856346375
1385,French Guiana,2009,male,11.0,98306.0,11.189550993835574
1386,French Guiana,2010,female,5.0,102075.0,4.898359049718344
1387,French Guiana,2010,male,11.0,101302.0,10.858620757734299
1388,French Guiana,2011,female,6.0,106116.0,5.654189754608165
1389,French Guiana,2011,male,15.0,104148.0,14.402580942504898
1390,French Guiana,2012,female,4.0,108228.0,3.6959012455187197
1391,French Guiana,2012,male,15.0,107678.0,13.930422184661676
1392,French Guiana,2013,female,5.0,111649.0,4.47832045069817
1393,French Guiana,2013,male,14.0,111025.0,12.609772573744651
1394,French Guiana,2014,female,4.0,115149.0,3.473760084759746
1395,French Guiana,2014,male,11.0,114410.0,9.614544183200769
1396,Germany,1990,female,4390.0,38943900.0,11.272625494621751
1397,Germany,1990,male,9534.0,36014900.0,26.47237671075027
1398,Germany,1991,female,4354.0,39141800.0,11.123658084196434
1399,Germany,1991,male,9656.0,36354100.0,26.56096561323207
1400,Germany,1992,female,4132.0,39361600.0,10.497540750376
1401,Germany,1992,male,9326.0,36770100.0,25.362998740824747
1402,Germany,1993,female,3730.0,39609900.0,9.416837709764478
1403,Germany,1993,male,8960.0,37183500.0,24.096709562036924
1404,Germany,1994,female,3588.0,39772400.0,9.021331375526747
1405,Germany,1994,male,9130.0,37391000.0,24.41764060870263
1406,Germany,1995,female,3666.0,39927600.0,9.181618729901121
1407,Germany,1995,male,9222.0,37619900.0,24.5136217799622
1408,Germany,1996,female,3497.0,40054700.0,8.730560957890086
1409,Germany,1996,male,8728.0,37827800.0,23.07297807432629
1410,Germany,1997,female,3421.0,40123600.0,8.52615418357276
1411,Germany,1997,male,8835.0,37944300.0,23.28412963211866
1412,Germany,1998,female,3073.0,40111000.0,7.661240058836728
1413,Germany,1998,male,8581.0,37960100.0,22.605314527622426
1414,Germany,1999,female,3078.0,40119400.0,7.672098785126398
1415,Germany,1999,male,8082.0,38021800.0,21.256226691003583
1416,Germany,2000,female,2937.0,40151408.0,7.314811973717086
1417,Germany,2000,male,8136.0,38090658.0,21.359568007462617
1418,Germany,2001,female,2971.0,40218646.0,7.387120889151763
1419,Germany,2001,male,8196.0,38202868.0,21.453886655839558
1420,Germany,2002,female,3059.0,40299528.0,7.590659622613942
1421,Germany,2002,male,8117.0,38334243.0,21.174280133821867
1422,Germany,2003,female,2973.0,40338834.0,7.37006924890293
1423,Germany,2003,male,8182.0,38417627.0,21.29751533065798
1424,Germany,2004,female,2795.0,40353293.0,6.926324451389878
1425,Germany,2004,male,7946.0,38458521.0,20.66122095542884
1426,Germany,2005,female,2739.0,40354959.0,6.787269936267312
1427,Germany,2005,male,7531.0,38496295.0,19.562921574660628
1428,Germany,2006,female,2544.0,40325579.0,6.30865089376646
1429,Germany,2006,male,7231.0,38503415.0,18.780152357914226
1430,Germany,2007,female,2397.0,40277631.0,5.951194100765261
1431,Germany,2007,male,7012.0,38498954.0,18.213481852000445
1432,Germany,2008,female,2414.0,40198316.0,6.005226686610454
1433,Germany,2008,male,7045.0,38464473.0,18.315602556156172
1434,Germany,2009,female,2373.0,40073381.0,5.921636609598776
1435,Germany,2009,male,7206.0,38375221.0,18.77774202264529
1436,Germany,2010,female,2559.0,39997721.0,6.397864518330932
1437,Germany,2010,male,7471.0,38351346.0,19.48041145674522
1438,Germany,2011,female,2502.0,39965852.0,6.26034445606214
1439,Germany,2011,male,7651.0,38405288.0,19.92173577763562
1440,Germany,2012,female,2607.0,39981964.0,6.520440066425952
1441,Germany,2012,male,7289.0,38526151.0,18.91961644442498
1442,Germany,2013,female,2635.0,39533523.0,6.665229405433966
1443,Germany,2013,male,7456.0,37737465.0,19.75755393214674
1444,Germany,2014,female,2588.0,39615918.0,6.5327275768290916
1445,Germany,2014,male,7629.0,37936451.0,20.109946499739788
1446,Germany,2015,female,2685.0,39783984.0,6.748947013451443
1447,Germany,2015,male,7403.0,38352699.0,19.30242249704512
1448,Greece,1987,female,114.0,4781100.0,2.38438852983623
1449,Greece,1987,male,296.0,4606300.0,6.425981807524478
1450,Greece,1988,female,115.0,4813000.0,2.3893621441928112
1451,Greece,1988,male,288.0,4637000.0,6.2109122277334485
1452,Greece,1989,female,105.0,4851000.0,2.1645021645021645
1453,Greece,1989,male,278.0,4676500.0,5.944616700523896
1454,Greece,1990,female,78.0,4892800.0,1.5941792020928711
1455,Greece,1990,male,271.0,4724200.0,5.7364209813301725
1456,Greece,1991,female,84.0,4942931.0,1.699396572600346
1457,Greece,1991,male,297.0,4778213.0,6.2157128616911805
1458,Greece,1992,female,72.0,4991636.0,1.442412868246002
1459,Greece,1992,male,279.0,4842519.0,5.761464229670549
1460,Greece,1993,female,104.0,5033544.0,2.0661386887648145
1461,Greece,1993,male,308.0,4896861.0,6.289743572464074
1462,Greece,1994,female,74.0,5073152.0,1.4586592319725489
1463,Greece,1994,male,281.0,4945780.0,5.681611393956059
1464,Greece,1995,female,64.0,5111194.0,1.2521536063784704
1465,Greece,1995,male,306.0,4990438.0,6.1317263134017495
1466,Greece,1996,female,62.0,5147549.0,1.2044567229957404
1467,Greece,1996,male,294.0,5030930.0,5.8438499442449015
1468,Greece,1997,female,55.0,5181814.0,1.0614043653438738
1469,Greece,1997,male,319.0,5066992.0,6.295648384682668
1470,Greece,1998,female,88.0,5212730.0,1.6881749102677484
1471,Greece,1998,male,315.0,5097900.0,6.1790148884834935
1472,Greece,1999,female,85.0,5239199.0,1.6223854066241805
1473,Greece,1999,male,296.0,5123164.0,5.777679574575399
1474,Greece,2000,female,84.0,5260557.0,1.5967890852622642
1475,Greece,2000,male,298.0,5142502.0,5.794844610658392
1476,Greece,2001,female,48.0,5281372.0,0.9088547445625872
1477,Greece,2001,male,286.0,5160157.0,5.542467021836739
1478,Greece,2002,female,66.0,5302721.0,1.2446440233231204
1479,Greece,2002,male,257.0,5179324.0,4.962037516865135
1480,Greece,2003,female,69.0,5320545.0,1.2968596262225016
1481,Greece,2003,male,306.0,5195120.0,5.890143057330726
1482,Greece,2004,female,68.0,5336830.0,1.2741646258171986
1483,Greece,2004,male,285.0,5210460.0,5.469766584908051
1484,Greece,2005,female,79.0,5354375.0,1.475428971635345
1485,Greece,2005,male,321.0,5228441.0,6.139497414238776
1486,Greece,2006,female,68.0,5372005.0,1.2658216066440742
1487,Greece,2006,male,326.0,5246886.0,6.213209130139286
1488,Greece,2007,female,60.0,5388842.0,1.1134117496857396
1489,Greece,2007,male,268.0,5264749.0,5.090461102704041
1490,Greece,2008,female,65.0,5405704.0,1.202433577569175
1491,Greece,2008,male,308.0,5281019.0,5.832207761418772
1492,Greece,2009,female,58.0,5423296.0,1.0694603429353662
1493,Greece,2009,male,333.0,5296322.0,6.287382073824062
1494,Greece,2010,female,41.0,5431842.0,0.7548084056936855
1495,Greece,2010,male,336.0,5303542.0,6.335388689294815
1496,Greece,2011,female,84.0,5428292.0,1.54744807390612
1497,Greece,2011,male,393.0,5300432.0,7.414489988740541
1498,Greece,2012,female,91.0,5391362.0,1.6878851763246467
1499,Greece,2012,male,417.0,5148440.0,8.099540831785939
1500,Greece,2013,female,108.0,5365176.0,2.012981493990132
1501,Greece,2013,male,425.0,5066113.0,8.389074621904406
1502,Greece,2014,female,115.0,5352598.0,2.1484893877702005
1503,Greece,2014,male,450.0,5027949.0,8.949971449591075
1504,Greece,2015,female,107.0,5336865.0,2.004922365471115
1505,Greece,2015,male,422.0,4994421.0,8.449427871619152
1506,Grenada,1988,female,1.0,44300.0,2.2573363431151243
1507,Grenada,1988,male,3.0,43000.0,6.976744186046512
1508,Grenada,1989,female,0.0,41792.0,0.0
1509,Grenada,1989,male,4.0,40013.0,9.99675105590683
1510,Grenada,1990,female,0.0,40200.0,0.0
1511,Grenada,1990,male,2.0,41800.0,4.784688995215311
1512,Grenada,1991,female,0.0,42000.0,0.0
1513,Grenada,1991,male,0.0,40400.0,0.0
1514,Grenada,1992,female,0.0,42431.0,0.0
1515,Grenada,1992,male,0.0,41097.0,0.0
1516,Grenada,1993,female,0.0,43313.0,0.0
1517,Grenada,1993,male,3.0,41991.0,7.144388083160678
1518,Grenada,1994,female,0.0,44178.0,0.0
1519,Grenada,1994,male,4.0,42858.0,9.333146670399925
1520,Grenada,1995,female,1.0,44881.0,2.228114346828279
1521,Grenada,1995,male,0.0,43552.0,0.0
1522,Grenada,1996,female,0.0,45556.0,0.0
1523,Grenada,1996,male,1.0,44216.0,2.2616247512212775
1524,Grenada,2001,female,0.0,46348.0,0.0
1525,Grenada,2001,male,0.0,45067.0,0.0
1526,Grenada,2002,female,0.0,46553.0,0.0
1527,Grenada,2002,male,0.0,45355.0,0.0
1528,Grenada,2003,female,0.0,46822.0,0.0
1529,Grenada,2003,male,4.0,45745.0,8.744125040988086
1530,Grenada,2004,female,0.0,47074.0,0.0
1531,Grenada,2004,male,1.0,46128.0,2.1678806798473813
1532,Grenada,2005,female,1.0,47253.0,2.116267750195755
1533,Grenada,2005,male,5.0,46432.0,10.7684355616816
1534,Grenada,2006,female,0.0,47417.0,0.0
1535,Grenada,2006,male,1.0,46709.0,2.140915027082575
1536,Grenada,2007,female,1.0,47508.0,2.104908646964722
1537,Grenada,2007,male,2.0,46910.0,4.263483265828182
1538,Grenada,2008,female,0.0,47544.0,0.0
1539,Grenada,2008,male,0.0,47041.0,0.0
1540,Grenada,2009,female,0.0,47579.0,0.0
1541,Grenada,2009,male,0.0,47167.0,0.0
1542,Grenada,2010,female,0.0,47651.0,0.0
1543,Grenada,2010,male,0.0,47329.0,0.0
1544,Grenada,2011,female,0.0,47667.0,0.0
1545,Grenada,2011,male,1.0,47435.0,2.108147991989038
1546,Grenada,2012,female,0.0,47785.0,0.0
1547,Grenada,2012,male,2.0,47641.0,4.1980646921769065
1548,Grenada,2013,female,0.0,47964.0,0.0
1549,Grenada,2013,male,0.0,47912.0,0.0
1550,Grenada,2014,female,0.0,48181.0,0.0
1551,Grenada,2014,male,0.0,48212.0,0.0
1552,Grenada,2015,female,0.0,48397.0,0.0
1553,Grenada,2015,male,0.0,48495.0,0.0
1554,Grenada,2016,female,0.0,48640.0,0.0
1555,Grenada,2016,male,0.0,48812.0,0.0
1556,Guadeloupe,2000,female,5.0,203576.0,2.4560851966833024
1557,Guadeloupe,2000,male,32.0,187266.0,17.087992481283308
1558,Guadeloupe,2001,female,9.0,205156.0,4.386905574294683
1559,Guadeloupe,2001,male,24.0,189323.0,12.676748202806843
1560,Guadeloupe,2002,female,8.0,206222.0,3.879314525123411
1561,Guadeloupe,2002,male,28.0,191451.0,14.62515212769847
1562,Guadeloupe,2003,female,6.0,207158.0,2.896339991697159
1563,Guadeloupe,2003,male,25.0,193483.0,12.921031821917172
1564,Guadeloupe,2004,female,6.0,208427.0,2.8787057339020374
1565,Guadeloupe,2004,male,33.0,195187.0,16.906863674322572
1566,Guadeloupe,2005,female,16.0,210360.0,7.606008746910059
1567,Guadeloupe,2005,male,30.0,196391.0,15.275649087789155
1568,Guadeloupe,2006,female,9.0,213195.0,4.221487370716949
1569,Guadeloupe,2006,male,30.0,196704.0,15.251342118106393
1570,Guadeloupe,2007,female,9.0,216704.0,4.1531305375073835
1571,Guadeloupe,2007,male,25.0,196619.0,12.714946164917938
1572,Guadeloupe,2008,female,5.0,220459.0,2.267995409577291
1573,Guadeloupe,2008,male,38.0,196292.0,19.358914270576488
1574,Guadeloupe,2009,female,11.0,223861.0,4.913763451427449
1575,Guadeloupe,2009,male,28.0,195898.0,14.293152558984778
1576,Guadeloupe,2010,female,11.0,226422.0,4.858185158685993
1577,Guadeloupe,2010,male,33.0,195568.0,16.873926204696065
1578,Guadeloupe,2011,female,6.0,203930.0,2.9421860442308634
1579,Guadeloupe,2011,male,26.0,174592.0,14.891862170087977
1580,Guadeloupe,2012,female,12.0,228577.0,5.2498720343691625
1581,Guadeloupe,2012,male,28.0,195596.0,14.31522117016708
1582,Guadeloupe,2013,female,6.0,228564.0,2.6250853152727465
1583,Guadeloupe,2013,male,33.0,195559.0,16.874702775121573
1584,Guadeloupe,2014,female,8.0,228384.0,3.502872355331372
1585,Guadeloupe,2014,male,17.0,195522.0,8.694673745153999
1586,Guatemala,1987,female,57.0,3580575.0,1.5919230849793677
1587,Guatemala,1987,male,184.0,3528165.0,5.215175594111954
1588,Guatemala,1988,female,31.0,3681919.0,0.841952253702485
1589,Guatemala,1988,male,143.0,3618157.0,3.952288416450696
1590,Guatemala,1989,female,30.0,3784570.0,0.7926924326938067
1591,Guatemala,1989,male,122.0,3708538.0,3.289706078244311
1592,Guatemala,1990,female,27.0,3886656.0,0.6946845823247543
1593,Guatemala,1990,male,131.0,3797336.0,3.4497869032395343
1594,Guatemala,1991,female,32.0,3992155.0,0.8015720832482707
1595,Guatemala,1991,male,124.0,3888510.0,3.1888821168005226
1596,Guatemala,1992,female,38.0,4094557.0,0.9280613262924414
1597,Guatemala,1992,male,135.0,3975115.0,3.396128162329895
1598,Guatemala,1993,female,30.0,4195651.0,0.7150261067948692
1599,Guatemala,1993,male,135.0,4059307.0,3.3256908137275647
1600,Guatemala,1994,female,20.0,4298910.0,0.4652342105324373
1601,Guatemala,1994,male,122.0,4145004.0,2.943302346632235
1602,Guatemala,1995,female,47.0,4406568.0,1.0665896906617576
1603,Guatemala,1995,male,164.0,4234944.0,3.87254235239002
1604,Guatemala,1996,female,33.0,4510773.0,0.7315819262020057
1605,Guatemala,1996,male,124.0,4321553.0,2.869338869614696
1606,Guatemala,1997,female,44.0,4625694.0,0.951208618641873
1607,Guatemala,1997,male,135.0,4418511.0,3.0553279147658565
1608,Guatemala,1998,female,45.0,4749133.0,0.9475413722883734
1609,Guatemala,1998,male,156.0,4524396.0,3.447974050016842
1610,Guatemala,1999,female,42.0,4876865.0,0.8612089938925929
1611,Guatemala,1999,male,192.0,4635801.0,4.1416790755254596
1612,Guatemala,2000,female,40.0,5005580.0,0.7991081952540964
1613,Guatemala,2000,male,142.0,4750005.0,2.989470537399434
1614,Guatemala,2001,female,52.0,5140875.0,1.011500960439614
1615,Guatemala,2001,male,150.0,4874222.0,3.0774142006662806
1616,Guatemala,2002,female,64.0,5276391.0,1.2129502912123078
1617,Guatemala,2002,male,194.0,5000775.0,3.8793986932025537
1618,Guatemala,2003,female,53.0,5412883.0,0.9791454941848918
1619,Guatemala,2003,male,200.0,5130097.0,3.8985617620875397
1620,Guatemala,2004,female,66.0,5553209.0,1.188501999474538
1621,Guatemala,2004,male,184.0,5264599.0,3.4950430222700724
1622,Guatemala,2005,female,61.0,5699188.0,1.070327913379941
1623,Guatemala,2005,male,177.0,5405718.0,3.274310646615306
1624,Guatemala,2006,female,71.0,5846722.0,1.2143556680136323
1625,Guatemala,2006,male,227.0,5550412.0,4.089786487921978
1626,Guatemala,2007,female,64.0,6003270.0,1.0660856499874236
1627,Guatemala,2007,male,263.0,5705127.0,4.609888614223662
1628,Guatemala,2008,female,121.0,6166074.0,1.9623507599811485
1629,Guatemala,2008,male,371.0,5866811.0,6.3237080587733265
1630,Guatemala,2009,female,145.0,6329993.0,2.2906818380367877
1631,Guatemala,2009,male,366.0,6029952.0,6.069700057313889
1632,Guatemala,2010,female,82.0,6491480.0,1.2631942176514446
