,country,year,suicides_no,population,suirate,sexratio,ssdiff
42,Argentina,2004,3121.0,35162945.0,8.87582083923858,95.0095220010383,10.773328490687351
43,Argentina,2005,3058.0,35550617.0,8.601819765884795,95.00520525957485,10.179928433541022
44,Argentina,2006,3108.0,35918886.0,8.652829600561665,94.99250026464864,10.941936652245118
45,Argentina,2007,2946.0,36315492.0,8.112240362873234,94.99030699483014,10.039197134892373
46,Argentina,2008,3059.0,36733520.0,8.327543889069167,94.99658987732901,10.435987193249606
47,Argentina,2009,2884.0,37158001.0,7.761450891828115,95.00696022320996,9.640008937027014
48,Argentina,2010,2943.0,37578454.0,7.831615425158257,95.01789225248912,10.0452052564277
49,Argentina,2011,2912.0,38015739.0,7.659985249793513,95.03680359901192,9.581728749356236
50,Argentina,2012,3248.0,38441778.0,8.449140932034933,95.05604506743127,10.798971677134595
51,Argentina,2013,2987.0,38859125.0,7.6867402444084885,95.07553699691366,9.704825164933673
52,Argentina,2014,3231.0,39276555.0,8.22628155651635,95.09702706254969,9.875728452121695
53,Argentina,2015,3073.0,39699624.0,7.740627467907505,95.12126360744101,9.788762018493593
54,Aruba,1987,0.0,55589.0,0.0,94.50995486196157,0.0
55,Aruba,1990,0.0,56754.0,0.0,95.42042559052408,0.0
56,Aruba,1995,8.0,73581.0,10.872371943844199,97.11484368721369,22.067747986317997
57,Aruba,1999,9.0,81934.0,10.984450899504479,93.35000943930527,22.751403003185196
58,Aruba,2000,10.0,83888.0,11.920656112912456,92.37719579874329,5.72194073792331
59,Aruba,2001,4.0,86045.0,4.64873031553257,91.67966139451994,9.719353662981412
60,Aruba,2002,9.0,88284.0,10.19437270626614,91.03715404756237,21.392408072068648
61,Aruba,2003,2.0,90457.0,2.2109952795250782,90.4959460882384,4.654193428278879
62,Aruba,2004,8.0,92335.0,8.664103536037256,90.11880494986308,13.934408587327201
63,Aruba,2005,10.0,93728.0,10.669170365312393,89.89039486213254,1.1392644794639786
64,Aruba,2006,9.0,94508.0,9.523003343632285,89.80177936657763,11.638073158153745
65,Aruba,2007,8.0,94814.0,8.437572510388762,89.85202538996015,13.597218251733555
66,Aruba,2008,4.0,94814.0,4.218786255194381,90.00801603206413,4.675423786969228
67,Aruba,2009,4.0,94795.0,4.219631837122211,90.14522405423837,8.900558510046505
68,Aruba,2010,7.0,95006.0,7.367955708060544,90.22886090142762,11.312410161298015
69,Aruba,2011,9.0,95488.0,9.425268096514746,90.2719936235927,11.466260794049282
70,Aruba,2012,3.0,96215.0,3.1180169412253806,90.21964769379807,-1.7627053378532702
71,Aruba,2013,2.0,97110.0,2.0595201318092884,90.10238239727502,0.21503938129195865
72,Aruba,2014,5.0,97988.0,5.102665632526432,89.99127484246243,2.585858494712152
73,Aruba,2015,9.0,98712.0,9.11743253099927,89.8709342360884,11.134947060929804
74,Australia,1987,2164.0,15046500.0,14.382082211810056,99.31779043581932,17.24549857679853
75,Australia,1988,2172.0,15312100.0,14.18486033920886,99.31661091079495,16.45054378634228
76,Australia,1989,2066.0,15570600.0,13.268595943637369,99.10998580580811,15.763804402082105
77,Australia,1990,2202.0,15807000.0,13.930537103814766,99.05804127995567,16.757761746189303
78,Australia,1991,2288.0,16012100.0,14.289193797190874,98.9303151905182,16.691647378898686
79,Australia,1992,2251.0,16203500.0,13.892060357330207,98.85010922121592,16.46633716273754
80,Australia,1993,2038.0,16370000.0,12.449602932193036,98.8025697387756,15.324628150493174
81,Australia,1994,2283.0,16549400.0,13.795062056630451,98.77010293181517,17.65842974092555
82,Australia,1995,2170.0,16766300.0,12.942628964052892,98.605780620706,15.117180627211411
83,Australia,1996,2426.0,17015100.0,14.257923844114933,98.48700480612197,17.9203309118154
84,Australia,1997,2646.0,17221300.0,15.364693722309001,98.32112307153889,18.053352238667937
85,Australia,1998,2632.0,17421730.0,15.107569684526164,98.21808035864125,18.45730365777741
86,Australia,1999,2488.0,17641702.0,14.10294766343973,98.13267858522657,17.38590329555431
87,Australia,2000,2391.0,17874410.0,13.37666529972178,98.05552363786211,15.716432962739722
88,Australia,2001,2458.0,18130883.0,13.556978995452125,97.98446776657534,15.875368204002282
89,Australia,2002,2319.0,18370058.0,12.62380336523706,98.19923027300806,14.460262159168455
90,Australia,2003,2156.0,18608029.0,11.586396388354725,98.31932943274664,13.245461663423148
91,Australia,2004,2114.0,18854551.0,11.212147136253735,98.23210183285214,13.248288700860451
92,Australia,2005,2171.5,18851654.0,11.518883170675634,98.16174592406016,12.940498026094737
93,Australia,2006,2117.0,19109246.0,11.078406756603583,98.20163554435929,12.018296717559856
94,Australia,2007,2229.0,19734430.0,11.294980397204277,98.41630360511773,12.028386809167246
95,Australia,2008,2341.0,20120312.0,11.635008443209031,98.58572048683936,13.337169807377236
96,Australia,2009,2337.0,20529317.0,11.383720169550697,98.75111795172462,12.155632367166827
97,Australia,2010,2420.0,20847547.0,11.608080317554867,98.71354773918395,12.756633441473525
98,Australia,2011,2392.0,20881910.0,11.45489086007937,98.6444706214292,11.956577658324488
99,Australia,2012,2580.0,21238909.0,12.147516616790439,98.66824636614399,12.216758226280032
100,Australia,2013,2608.0,21600180.0,12.073973457628593,98.6411951920403,12.017499411020893
101,Australia,2014,2891.0,21927587.0,13.184305231578833,98.50167699417466,13.634942240443644
102,Australia,2015,3027.0,22240785.0,13.610131117224505,98.55163302954101,14.200622606514703
103,Austria,1987,2069.0,7130006.0,29.01820839982463,90.0287494866163,26.146730393992144
104,Austria,1988,1851.0,7144410.0,25.908367520900956,90.28550242983624,24.909455564993884
105,Austria,1989,1898.0,7177666.0,26.443136250697652,90.61492506238163,22.944664200909685
106,Austria,1990,1825.0,7231353.0,25.2373241909225,91.04923471753385,22.96457746260147
107,Austria,1991,1769.0,7299728.0,24.233779669598647,91.49102831103603,24.91604498628546
108,Austria,1992,1759.0,7375368.0,23.849657400146,91.84041338700955,23.90146319904398
109,Austria,1993,1704.0,7433569.0,22.92304006325898,92.13927984690001,23.007646107462982
110,Austria,1994,1776.0,7462552.0,23.79882914048706,92.36494979084243,23.205311944333346
111,Austria,1995,1788.0,7477030.0,23.91323827776537,92.48307316773042,25.391724439629
112,Austria,1996,1779.0,7493706.0,23.739922542998084,92.56184628161695,25.705709605961065
113,Austria,1997,1592.0,7512589.0,21.19109670447831,92.65202468788819,21.82772211793459
114,Austria,1998,1559.0,7533519.0,20.694180236354352,92.76412853741178,22.691260851999374
115,Austria,1999,1555.0,7561609.0,20.56440633203859,92.90296213962438,19.975426144257977
116,Austria,2000,1588.0,7592073.0,20.91655335769295,93.07532052178664,20.599373460736444
117,Austria,2001,1489.0,7634560.0,19.503416044932518,93.29654031155071,19.00595662427761
118,Austria,2002,1553.0,7683162.0,20.213032082364006,93.5807526889848,22.8933202090518
119,Austria,2003,1456.0,7722033.0,18.85513827770485,93.7732115325935,18.8431978328163
120,Austria,2004,1422.0,7773105.0,18.293847825289895,93.89548044795163,19.954402876849663
121,Austria,2005,1399.0,7827461.0,17.872973113503857,94.09355070596844,18.965543233944963
122,Austria,2006,1297.0,7869269.0,16.481835860484626,94.24945971664592,18.859352049224878
123,Austria,2007,1285.0,7897272.0,16.271441581346064,94.30485201649849,17.45554590799916
124,Austria,2008,1267.0,7925258.0,15.986861247924042,94.35131688655648,17.574512747504155
125,Austria,2009,1278.0,7946894.0,16.081754708191653,94.41019802362896,17.70068392536524
126,Austria,2010,1264.0,7968421.0,15.862615692619654,94.45906362462989,17.885478456613562
127,Austria,2011,1288.0,7995146.0,16.109774605742032,94.54500416579069,17.47721742015727
128,Austria,2012,1276.0,8031276.0,15.88788630847701,94.70080961334635,18.260415882918377
129,Austria,2013,1291.0,8079615.0,15.978484123315281,94.89427446666859,16.765295934213963
130,Austria,2014,1314.0,8141165.0,16.14019615128793,95.13224309806485,17.177248803419616
131,Austria,2015,1251.0,8219386.0,15.220114981824677,95.61592442092648,17.01801725760116
132,Austria,2016,1204.0,8319211.0,14.47252630087156,96.15895192140826,15.237476574417048
133,Azerbaijan,1987,254.0,6013900.0,4.223548778662765,93.54724510813594,3.0119850416968754
134,Azerbaijan,1988,232.0,6106300.0,3.7993547647511585,93.660207414925,2.54419720960012
135,Azerbaijan,1989,219.0,6111200.0,3.5835842387747086,93.8340522709972,2.6196978718960264
136,Azerbaijan,1990,114.0,6156800.0,1.8516112266112266,93.96994423616142,2.1962488329687746
137,Azerbaijan,1991,134.0,6290600.0,2.130162464629765,94.09441530391854,2.3573513609242545
138,Azerbaijan,1992,144.0,6370400.0,2.2604546025367322,94.39138262488176,2.2671992565397776
139,Azerbaijan,1993,119.0,6442600.0,1.8470803712786763,94.80527334300919,1.5586560437748513
140,Azerbaijan,1994,47.0,6521200.0,0.7207262467030607,95.17538608883036,0.31184517745667395
141,Azerbaijan,1995,49.0,6605900.0,0.7417611529087634,95.52760100636377,1.0941645885094669
142,Azerbaijan,1996,69.0,6668100.0,1.034777522832591,95.87862052758358,1.333857634468401
143,Azerbaijan,1997,107.0,6711200.0,1.5943497437120038,96.03902553017468,2.002305634122006
144,Azerbaijan,1998,56.0,7044400.0,0.7949576968939868,95.67777777777778,0.7736712731777184
145,Azerbaijan,1999,54.0,7106400.0,0.7598784194528876,95.27905251298398,0.9942057147838839
146,Azerbaijan,2000,62.0,7415250.0,0.8361147634941506,94.49070856228607,0.8571999841790439
147,Azerbaijan,2001,317.0,7518000.0,4.216546953977121,94.71135168734298,4.355705792700161
148,Azerbaijan,2002,92.0,7605700.0,1.2096191014633761,94.91299556648984,1.484137888604788
149,Azerbaijan,2003,129.0,7674400.0,1.680913165850099,95.08871828766078,1.5710864945848824
150,Azerbaijan,2004,108.0,7738250.0,1.3956643944044196,95.27228222468962,1.3089384135028437
151,Azerbaijan,2005,81.5,7803600.0,1.044389768824645,95.45892872797405,1.0101684709299217
152,Azerbaijan,2007,55.0,7921100.0,0.6943480072212193,95.81721320593797,0.711711713287547
153,Bahamas,1987,3.0,220900.0,1.358080579447714,97.58497316636851,2.749770852428964
154,Bahamas,1993,7.0,243500.0,2.8747433264887063,95.89702333065165,4.229051817695875
155,Bahamas,1994,3.0,249300.0,1.203369434416366,95.6828885400314,2.4610336341263332
156,Bahamas,1995,2.0,254500.0,0.7858546168958742,95.91993841416475,1.6051364365971108
157,Bahamas,1996,3.0,252438.0,1.188410619637297,96.34895695596036,2.421854817876518
158,Bahamas,1997,2.0,255956.0,0.7813843004266359,95.71045166420713,1.5977886604938765
159,Bahamas,1998,3.0,260125.0,1.1532916866890919,95.06644069830224,2.366434493149172
160,Bahamas,1999,6.0,264791.0,2.2659380417008133,94.5304809062725,3.1511623968799007
161,Bahamas,2000,11.0,269738.0,4.078031274792576,94.17625293346963,5.439731961513642
162,Bahamas,2001,1.0,276140.0,0.36213514883754616,94.08754814585735,0.7470268332038487
163,Bahamas,2002,3.0,282555.0,1.0617401921749747,94.15717829436058,2.1893655218717614
164,Bahamas,2003,1.0,288888.0,0.34615491124588077,94.31231166594921,0.7131853711416671
165,Bahamas,2004,2.0,295237.0,0.6774218678553162,94.48565255197491,1.3943792572141698
166,Bahamas,2005,4.0,301763.0,1.325543555704311,94.62302483069978,1.3998553309474975
167,Bahamas,2006,2.0,308499.0,0.6483003186396066,94.7287359949503,1.3326758798992497
168,Bahamas,2007,5.0,314989.0,1.58735701881653,94.79477808080246,1.991083477416056
169,Bahamas,2008,4.0,321447.0,1.244373100386689,94.84234261537902,2.556416926036467
170,Bahamas,2009,6.0,327813.0,1.830311793614042,94.88318173711433,2.5382782169688896
171,Bahamas,2010,10.0,333869.0,2.9951867349169885,94.92699046584812,1.3548929093831572
172,Bahamas,2011,4.0,338383.0,1.1820924810052515,94.97162282849817,1.243892889384703
173,Bahamas,2012,5.0,343558.0,1.4553583383300637,95.02500553470972,1.8218665475802451
174,Bahamas,2013,5.0,348959.0,1.4328330835427658,95.07667022579004,1.792865129555081
175,Bahrain,1987,9.0,363900.0,2.4732069249793898,148.73547505126453,1.8498577660729363
176,Bahrain,1988,14.0,389700.0,3.59250705671029,146.1781427668983,4.986265588734234
177,Bahrain,1997,0.0,529754.0,0.0,138.15376592549967,0.0
178,Bahrain,1998,0.0,546008.0,0.0,137.39271832418848,0.0
179,Bahrain,1999,17.0,565762.0,3.004797070146104,137.4477479141135,3.015801071951423
180,Bahrain,2000,29.0,590594.0,4.910310636410123,138.53806106087103,7.759251144849576
181,Bahrain,2001,23.0,624083.0,3.6854072294871036,140.99125364431487,4.319223481359603
182,Bahrain,2002,25.0,661010.0,3.782091042495575,144.11059778494217,2.0276039728296724
183,Bahrain,2003,34.0,702913.0,4.837013969011812,147.77066920460354,5.155185736244585
184,Bahrain,2004,42.0,751559.0,5.588383613262565,151.81820923227443,5.379033902385047
185,Bahrain,2005,42.0,819540.0,5.1248261219708615,155.00177356823258,4.847873519077178
186,Bahrain,2006,28.0,888543.0,3.151226220903209,157.67790805244368,-0.06337313703639502
187,Bahrain,2007,40.0,964770.0,4.146065901717508,160.4023838571413,4.101759945441614
188,Bahrain,2008,43.0,1024110.0,4.198767710499848,164.07927716062753,3.437600435505841
189,Bahrain,2009,36.0,1092922.0,3.29392216461925,170.26635376508148,2.873349760592433
190,Bahrain,2010,19.0,1139160.0,1.6678956424031743,171.0691569481757,1.1346621527323852
191,Bahrain,2011,18.0,1103462.0,1.6312297115804621,170.01957617579407,0.25889756066510405
192,Bahrain,2012,19.0,1201778.0,1.5809908319173758,169.86416722992317,2.1549787531116715
193,Bahrain,2013,5.0,1214492.0,0.41169476620677614,167.6825962186967,0.6572150381316165
194,Bahrain,2014,9.0,1213966.0,0.7413716693877753,164.55034987436775,0.8415581914741377
195,Barbados,1987,6.0,233700.0,2.5673940949935816,89.07766990291262,2.014937876423022
196,Barbados,1988,12.0,234800.0,5.1107325383304945,89.20225624496373,9.13096426156311
197,Barbados,1989,16.0,236000.0,6.779661016949152,91.869918699187,7.36743650622347
198,Barbados,1990,16.0,237000.0,6.751054852320675,91.12903225806451,9.085069940051383
199,Barbados,1991,17.0,237000.0,7.172995780590718,91.12903225806451,8.278618327148159
200,Barbados,1992,14.0,240000.0,5.833333333333333,90.47619047619048,7.268170426065163
201,Barbados,1993,16.0,239600.0,6.67779632721202,91.98717948717949,12.264920039310283
202,Barbados,1994,14.0,240300.0,5.826050769870995,92.0863309352518,5.483113509192646
203,Barbados,1995,17.0,241200.0,7.048092868988391,92.3444976076555,6.375453471172042
204,Barbados,2000,10.0,251133.0,3.9819537854443663,91.6884841730847,5.133306402272945
205,Barbados,2001,2.0,252406.0,0.7923741907878576,91.64641924315131,1.656973372437905
206,Barbados,2002,0.0,253353.0,0.0,91.60603814680925,0.0
207,Barbados,2003,0.0,254122.0,0.0,91.57620167661781,0.0
208,Barbados,2004,3.0,254925.0,1.1768167107972933,91.54907353140075,2.462265776967966
209,Barbados,2005,1.0,255889.0,0.39079444602933305,91.53798363735713,0.8177149772675236
210,Barbados,2006,9.0,256883.0,3.5035405223389637,91.52649786764486,7.3314380208375765
211,Barbados,2007,0.0,258083.0,0.0,91.53153688022739,0.0
212,Barbados,2008,1.0,259414.0,0.385484206712051,91.53850129580543,-0.7383506722682871
213,Barbados,2009,5.0,260718.0,1.9177808973680375,91.54526018822595,4.0126800690180975
214,Barbados,2010,3.0,261927.0,1.1453572942079282,91.53431028431028,2.396644697423607
215,Barbados,2011,0.0,263203.0,0.0,91.54573902918274,0.0
216,Barbados,2012,0.0,264270.0,0.0,91.51110209287495,0.0
217,Barbados,2013,0.0,265165.0,0.0,91.46731556563242,0.0
218,Belgium,1987,2238.0,9291300.0,24.08704917503471,94.80249916135524,19.552881235565852
219,Belgium,1988,1996.0,9319300.0,21.417917654759478,94.85844519717308,16.378870046116717
220,Belgium,1989,1920.0,9349200.0,20.536516493389808,94.908999937457,17.257103138143883
221,Belgium,1990,1895.0,9369700.0,20.224767068315955,94.95838535164378,16.233458788225978
222,Belgium,1991,1805.0,9396600.0,19.209075623097718,95.02708536560054,16.975150379453645
223,Belgium,1992,1878.0,9428100.0,19.919177777070672,95.08970140915017,16.880863190109707
224,Belgium,1993,2142.0,9462900.0,22.635767048156485,95.13950467077723,21.472969534472305
225,Belgium,1994,2131.0,9497400.0,22.437719796997072,95.18280277029943,21.231245162704077
226,Belgium,1995,2155.0,9527100.0,22.61968489886744,95.13548942096962,20.978950417738844
227,Belgium,1996,2013.0,9557545.0,21.061894032411043,95.10999395330283,19.964347169537543
228,Belgium,1997,2146.0,9576223.0,22.409670284411714,95.11528363388456,21.101396915420324
229,Belgium,1998,2019.0,9620997.0,20.98535110238575,95.13548442840253,19.871652315211428
230,Belgium,1999,1857.0,9648277.0,19.246959845783863,95.15577324310739,18.8978164386426
231,Belgium,2000,2143.0,9674025.0,22.152103183524954,95.16961494954231,19.901296796626458
232,Belgium,2001,2165.0,9710055.0,22.296475148698953,95.20637378371136,21.684741193701488
233,Belgium,2002,2076.0,9758570.0,21.273608735706155,95.2782953388685,19.854604418239603
234,Belgium,2003,2091.0,9804122.0,21.327763975193292,95.32913366311483,21.084859898239912
235,Belgium,2004,1987.0,9848022.0,20.17664054771608,95.33199621396344,19.517295294900535
236,Belgium,2005,2029.0,9901014.0,20.49285053025882,95.32969162967784,19.676166366092758
237,Belgium,2006,1935.0,9962702.0,19.42244182351334,95.36858858395992,18.095044862813637
238,Belgium,2007,1857.0,10030266.0,18.513965631619342,95.44902296591775,16.483868911004684
239,Belgium,2008,1999.0,10100850.0,19.790413678056797,95.52570307836088,18.83489165355988
240,Belgium,2009,2013.0,10173366.0,19.786961365589324,95.57215051266397,18.697111951718604
241,Belgium,2010,2013.0,10211171.0,19.71370374661241,95.58992427074969,18.27141079894285
242,Belgium,2011,2088.0,10355126.0,20.16392654227481,95.98648040953957,17.984324221088976
243,Belgium,2012,2026.0,10442637.0,19.401229785158673,96.1160240418095,18.85558253791752
244,Belgium,2013,1895.0,10526149.0,18.002785254132352,96.28391658256749,16.476820049388476
245,Belgium,2014,1899.0,10578848.0,17.950914882225362,96.29693199760187,15.372435424597839
246,Belgium,2015,1867.0,10624356.0,17.57282982610899,96.33328824323814,15.024842832285282
247,Belize,1987,4.0,144069.0,2.7764473967335097,101.47256251048833,5.512603189040945
248,Belize,1989,1.0,153088.0,0.6532190635451505,101.55091830689224,1.296461955323921
249,Belize,1990,3.0,158000.0,1.8987341772151898,102.0460358056266,1.2274932856437768
250,Belize,1991,2.0,162200.0,1.2330456226880395,101.99252801992527,2.442002442002442
251,Belize,1993,1.0,170800.0,0.585480093676815,101.89125295508275,1.160092807424594
252,Belize,1994,8.0,170874.0,4.68181232955277,101.28872658734834,6.963054445160166
253,Belize,1995,14.0,180500.0,7.756232686980609,101.90156599552573,13.151464698183034
254,Belize,1996,8.0,180926.0,4.421697268496512,101.24802562790595,8.788890841975743
255,Belize,1997,1.0,187650.0,0.5329070077271516,101.25050942708222,1.059232268451826
256,Belize,1998,12.0,195108.0,6.1504397564425854,101.25845849150025,10.17421398382808
257,Belize,1999,18.0,202699.0,8.880162210963054,101.25999106389317,17.64982742390963
258,Belize,2000,18.0,210109.0,8.566981899871019,101.24033829149387,9.413621755823206
259,Belize,2001,19.0,217279.0,8.744517417697983,101.18239645929205,13.704818967051153
260,Belize,2002,14.0,224136.0,6.246207659635221,101.12164963254759,3.4997005300884885
261,Belize,2003,12.0,230890.0,5.197280090086188,101.04313602563433,3.411011822217975
262,Belize,2004,20.0,237791.0,8.410747252839679,100.9320286622051,15.061642162112024
263,Belize,2005,12.0,245020.0,4.8975593829075175,100.77023926581448,8.125140353994029
264,Belize,2006,11.0,252826.0,4.350818349378624,100.57118830967926,5.512669285894011
265,Belize,2007,8.0,260667.0,3.069049783823806,100.31892166054439,3.0592852565777124
266,Belize,2008,11.0,268487.0,4.097032631002619,100.04395964653465,6.702434892744375
267,Belize,2009,15.0,276189.0,5.431063510856696,99.78949652777777,5.0804428730102345
268,Belize,2010,15.0,283796.0,5.2854867580938425,99.58226379267907,7.774206908246706
269,Belize,2011,33.0,291662.0,11.314466745753647,99.3820197835702,15.841970993624589
270,Belize,2012,18.0,298946.0,6.021154322185278,99.25880996340707,9.41116447466163
271,Belize,2013,17.0,305888.0,5.557589706036196,99.18473660220096,9.85317075721713
272,Belize,2014,24.0,312780.0,7.673124880107424,99.1087911388376,7.741969639456448
273,Belize,2015,26.0,319835.0,8.129191614426189,99.01127482701976,11.336858283792544
274,Bosnia and Herzegovina,1987,479.0,4004300.0,11.962140698748845,98.81336577131225,11.880599626117931
275,Bosnia and Herzegovina,1988,428.0,4044400.0,10.582533873998615,98.93753074274471,11.882735696250993
276,Bosnia and Herzegovina,1989,440.0,4084400.0,10.772696112036039,99.01573843979925,13.22998203542014
277,Bosnia and Herzegovina,1990,462.0,4127500.0,11.19321623258631,99.10757356488182,14.055799999929562
278,Bosnia and Herzegovina,1991,531.0,4165300.0,12.748181403500348,99.22039410751866,18.490089581124906
279,Bosnia and Herzegovina,2011,5.0,3673312.0,0.13611694296591195,95.08561953940762,0.27926891865399084
280,Bosnia and Herzegovina,2014,313.0,3654169.0,8.5655589547172,95.66520415386478,9.852998286265231
281,Brazil,1987,4672.0,122822467.0,3.8038643206865403,97.88049627534745,3.9020822590203084
282,Brazil,1988,4466.0,125701294.0,3.552867164597367,97.81482180199673,3.5601973932696658
283,Brazil,1989,4463.0,128570308.0,3.471252476116025,97.74710646551357,3.6900494460844544
284,Brazil,1990,4803.0,131387553.0,3.65559742177404,97.67668918734411,3.7016991695248436
285,Brazil,1991,5156.0,134281850.0,3.8396849611470203,97.60219194731246,4.213498921933772
286,Brazil,1992,5207.0,137007021.0,3.800535156515811,97.52225925742991,4.269529227626662
287,Brazil,1993,5508.0,139615477.0,3.94512135642383,97.44062585473581,4.592524579472744
288,Brazil,1994,5896.0,142188450.0,4.146609657816792,97.36219134355746,4.7731135568015475
289,Brazil,1995,6536.0,144783591.0,4.514323726091308,97.29043340777031,5.2830380874805885
290,Brazil,1996,6698.0,147353130.0,4.545543077367952,97.22439760803942,5.425137231709327
291,Brazil,1997,6891.0,149932627.0,4.596064337617455,97.16588831361591,5.54503970774225
292,Brazil,1998,6922.0,152524311.0,4.538292915153703,97.11307168945308,5.421125030883407
293,Brazil,1999,6507.0,155122073.0,4.194760857792302,97.06306904503741,5.354363132552257
294,Brazil,2000,6763.0,157715991.0,4.288087693022834,97.01344041316813,5.207417568078905
295,Brazil,2001,7710.0,160178796.0,4.813371178042817,96.95982151749965,5.888584093267887
296,Brazil,2002,7697.0,162761414.0,4.729007822456003,96.91129246327124,5.4445627238838155
297,Brazil,2003,7839.0,165396911.0,4.7395081036307865,96.86543313132388,5.74983055863979
298,Brazil,2004,7995.0,167993068.0,4.759124941988678,96.8191402327459,5.61861579491806
299,Brazil,2005,8529.0,170483960.0,5.002816687270755,96.76976826004234,5.938833092062455
300,Brazil,2006,8618.0,172974722.0,4.98223087186115,96.71762454571348,5.967617051356802
301,Brazil,2007,8855.0,175293192.0,5.051536741940326,96.66251976476185,6.006840124445132
302,Brazil,2008,9184.0,177471632.0,5.1749115599500435,96.60474798481987,6.207465529699312
303,Brazil,2009,9346.0,179569551.0,5.204668579919766,96.54511311031531,6.4220981907153725
304,Brazil,2010,9429.0,181629712.0,5.191331250913397,96.48406446046253,6.005042980405888
305,Brazil,2011,9822.0,183656441.0,5.348029149710029,96.42122596321393,6.345424199854753
306,Brazil,2012,10295.0,185591215.0,5.547137562518786,96.35682343270743,6.444346601845281
307,Brazil,2013,10513.0,187458852.0,5.608164078589364,96.29200806634623,6.687151907586854
308,Brazil,2014,10631.0,189285554.0,5.616382114400553,96.22864747826996,6.732338999285788
309,Brazil,2015,11163.0,191087085.0,5.8418390756235565,96.16774323600552,6.896950550170503
310,Brunei Darussalam,1995,12.0,257600.0,4.658385093167702,107.74193548387096,7.42708132122851
311,Brunei Darussalam,1996,12.0,267125.0,4.492278895648105,108.5594272374513,7.130408883249538
312,Brunei Darussalam,1997,11.0,274822.0,4.002590767842458,106.6657141353146,4.841046591861218
